symbol,direction,entry,entry_level,zone_size_at_entry,tp,sl,rr,regime,adx,atr,plus_di,minus_di,confidence,confidence_bucket,position_size_multiplier,trade_type,tf,bos,fvg,liquidity_sweep,bos_strength,range,volume,fvg_size,signal_type,has_fvg,nearest_level,last_swing_low,last_swing_high,timestamp,confidence_threshold_used,entry_type,zone_entry_type,htf_filter_variant,htf_filter_applied,entry_mode,candles_since_bos,ema_position,mtf_tf,position_size,risk_amount,trade_risk,stop_distance,max_leverage,requested_size,actual_size,capital_before_entry,risk_percent,allocated_capital,log_message,sizing_warning,capital_after_entry,bars_alive,max_r,initial_risk,mfe_r,mae_r,max_r_reached,max_price_since_entry,min_price_since_entry,original_sl,scale_level,realized_pnl,realized_r,mfe_valid,mae_valid,partial_tp_hits,tp1_taken,tp1_price,signal_id,entry_bar_index,exit_time,exit_price,pnl,exit_reason,exit_type,capital_after_exit,anomaly_flags
XRPUSDT,SHORT,0.7593,,0.003863,,0.7644,-0.6759983214953181,TREND,51.7327,0.0052,13.0374,44.5215,3.0,3_to_4,0.5,aligned,30m,,True,,,0.0029000000000000137,,,BOS,True,,,0.77,2022-01-17 16:00:00,2.0,momentum,,NONE,False,momentum,10.0,BELOW,30m,93.45794392523327,1.0,1.0,0.010700000000000043,3.0,70.96261682242962,70.96261682242962,100.0,0.01,70.96261682242962,"ENTRY XRPUSDT: notional=70.962617, capital=100.00, units=93.457944, risk_amount=1.0000, trade_risk=1.0000",False,100.0,8,0.005699999999999927,1.0,0.008900000000000019,0.008700000000000041,0.008900000000000019,0.768,0.7504,0.77,0,0.0,-0.6759983214953181,True,True,0,False,-0.24070000000000003,1,400,2022-01-18 00:00:00,0.7644,-0.6759983214953181,stop_loss,trailing_stop,99.32400167850469,
HBARUSDT,SHORT,0.2591,,0.002306,,0.26445,-0.6271105298969119,TREND,33.1544,0.0031,16.3763,36.8177,4.0,4_to_5,1.0,aligned,15m,,True,,,0.0024000000000000132,,,BOS,True,,,0.2688,2022-01-19 07:00:00,2.0,momentum,,NONE,False,momentum,2.0,BELOW,15m,102.39587801907714,0.9932400167850469,0.9932400167850469,0.009699999999999986,3.0,26.53077199474289,26.53077199474289,99.32400167850469,0.01,26.53077199474289,"ENTRY HBARUSDT: notional=26.530772, capital=99.32, units=102.395878, risk_amount=0.9932, trade_risk=0.9932",False,99.32400167850469,12,0.004883009059279212,0.9932400167850469,0.00684628074290688,0.0062421971479445166,0.00684628074290688,0.2653,0.2523,0.2688,0,0.0,-0.6271105298969119,True,True,0,False,-0.7341400167850469,2,439,2022-01-19 19:00:00,0.26445,-0.6228712732408884,stop_loss,trailing_stop,98.7011304052638,
DOTUSDT,SHORT,23.0,,0.367232,,18.06494347973681,1.0327977428927624,TREND,35.7878,0.4896,16.9949,39.752,3.5,3_to_4,0.5,aligned,30m,BEARISH_BOS,False,SWEEP_LOW,,0.6899999999999977,,,BOS,False,,,25.585,2022-01-21 00:00:00,2.0,momentum,momentum,NONE,False,momentum,,BELOW,30m,0.19091127737962044,0.987011304052638,0.9870113040526379,2.585000000000001,3.0,8.78191875946254,8.78191875946254,98.7011304052638,0.01,4.39095937973127,"ENTRY DOTUSDT: notional=8.781919, capital=98.70, units=0.381823, risk_amount=0.9870, trade_risk=0.9870",False,98.7011304052638,34,6.033365550677031,0.9870113040526379,7.061722567291169,0.31914528101818185,7.061722567291169,23.315,16.03,25.585,0,0.17640078217858482,1.0327977428927624,True,True,1,True,22.012988695947364,3,480,2022-01-22 10:00:00,18.06494347973681,1.1075834381244989,take_profit,TP,99.89648527392265,
XRPUSDT,SHORT,0.7204,1.0,0.007114,,0.5918,2.6686941355789497,TREND,40.2035,0.0095,18.4488,35.0151,3.5,3_to_4,0.5,aligned,30m,BEARISH_BOS,False,SWEEP_LOW,,0.01100000000000001,,,BOS,False,,,0.7679,2022-01-21 00:00:00,2.0,zone,full,NONE,False,zone,,BELOW,30m,20.779185348476595,0.987011304052638,0.987011304052638,0.04749999999999999,3.0,14.96932512504254,14.96932512504254,98.7011304052638,0.01,14.96932512504254,"ENTRY XRPUSDT: notional=14.969325, capital=98.70, units=20.779185, risk_amount=0.9870, trade_risk=0.9870",False,98.7011304052638,43,0.1542028945110066,0.987011304052638,0.1762897742767093,0.006180273695907617,0.1762897742767093,0.7265,0.5464,0.7679,0,0.0,2.6686941355789497,True,True,0,False,-0.266611304052638,4,480,2022-01-22 19:00:00,0.5918,2.634031278875407,take_profit,TP,113.06584707090315,
FILUSDT,SHORT,25.03,,0.440893,,25.29,-0.08979568043478198,TREND,40.4158,0.5879,8.87,46.9016,4.0,4_to_5,1.0,aligned,15m,BEARISH_BOS,True,,,0.5700000000000003,,,BOS,True,,,28.71,2022-01-21 02:00:00,2.0,momentum,momentum,NONE,False,momentum,,BELOW,15m,0.2682095934925647,0.987011304052638,0.9870113040526379,3.6799999999999997,3.0,6.713286125118894,6.713286125118894,98.7011304052638,0.01,6.713286125118894,"ENTRY FILUSDT: notional=6.713286, capital=98.70, units=0.268210, risk_amount=0.9870, trade_risk=0.9870",False,98.7011304052638,9,0.07092117355959597,0.9870113040526379,0.38500065646637915,0.3951322526891765,0.38500065646637915,25.42,24.65,28.71,0,0.0,-0.08979568043478198,True,True,0,False,24.042988695947365,5,482,2022-01-21 11:00:00,25.29,-0.08862935164422811,stop_loss,trailing_stop,98.78890183579816,
DOTUSDT,SHORT,22.305,,0.367232,,19.051954783789448,11.500599577532835,TREND,35.7878,0.4896,16.9949,39.752,3.5,3_to_4,0.5,aligned,30m,BEARISH_BOS,False,SWEEP_LOW,,0.6899999999999977,,,BOS,False,,,25.585,2022-01-21 12:00:00,2.0,momentum,momentum,NONE,False,momentum,,BELOW,30m,3.2420825855003286,0.9878890183579816,0.9077831239400956,0.28000000000000114,3.0,78.69594483740961,72.31465206958482,98.78890183579816,0.01,72.31465206958482,"SCALE-IN DOTUSDT L1: notional=78.695945, capital=98.79, units=3.528175, risk_amount=0.9879, trade_risk=0.9879",False,26.474249766213333,25,5.794335520547862,0.9077831239400956,6.91244399076765,0.0,6.91244399076765,22.305,16.03,25.585,1,0.17640078217858482,11.500599577532835,True,True,1,True,22.012988695947364,3,480,2022-01-22 13:00:00,19.051954783789448,10.53533051810508,take_profit,TP,110.43181579202773,
HBARUSDT,SHORT,0.2102,1.0,0.003091,,0.20855,0.08939081176470573,TREND,35.3071,0.0041,14.0381,33.0156,4.0,4_to_5,1.0,aligned,15m,BEARISH_BOS,True,,,0.0028499999999999914,,,BOS,True,,,0.2222,2022-01-24 05:00:00,2.0,zone,full,NONE,False,zone,,BELOW,15m,95.01331686630522,1.1306584707090315,1.1306584707090315,0.011899999999999994,3.0,19.971799205297355,19.971799205297355,113.06584707090315,0.01,19.971799205297355,"ENTRY HBARUSDT: notional=19.971799, capital=113.07, units=95.013317, risk_amount=1.1307, trade_risk=1.1307",False,113.06584707090315,35,0.020253684550419107,1.1306584707090315,0.02135923501714504,0.0017246587280924628,0.02135923501714504,0.21215,0.18605,0.2221,0,0.0,0.08939081176470573,True,True,0,False,-0.9204584707090315,6,557,2022-01-25 16:00:00,0.20855,0.10107047852532108,take_profit,TP,112.07242301415005,
FILUSDT,SHORT,17.75,1.0,0.346607,,18.4,-0.3746578930481253,TREND,31.2955,0.4621,15.3014,36.1669,4.0,4_to_5,1.0,aligned,15m,BEARISH_BOS,True,,,0.5899999999999999,,,BOS,True,,,19.62,2022-01-24 10:00:00,2.0,zone,full,NONE,False,zone,,BELOW,15m,0.6046301982401234,1.1306584707090315,1.1306584707090315,1.870000000000001,3.0,10.73218601876219,10.73218601876219,113.06584707090315,0.01,10.73218601876219,"ENTRY FILUSDT: notional=10.732186, capital=113.07, units=0.604630, risk_amount=1.1307, trade_risk=1.1307",False,113.06584707090315,13,0.6987078949707892,1.1306584707090315,0.8402183547117089,0.8490627584455177,0.8402183547117089,18.71,16.8,19.62,0,0.0,-0.3746578930481253,True,True,0,False,16.619341529290967,7,562,2022-01-24 23:00:00,18.4,-0.4236101203928612,stop_loss,trailing_stop,112.64223695051028,
DOGEUSDT,SHORT,0.1319,,0.002684,,0.138,-0.5933572623966971,TREND,36.3796,0.0036,8.1836,28.5429,2.5,below_3,1.0,aligned,1h,BEARISH_BOS,False,,,0.003599999999999992,,,BOS,False,,,0.144,2022-01-24 15:00:00,2.0,momentum,momentum,NONE,False,momentum,,BELOW,,93.44284881892823,1.1306584707090315,1.1306584707090315,0.0121,3.0,12.325111759216632,12.325111759216632,113.06584707090315,0.01,12.325111759216632,"ENTRY DOGEUSDT: notional=12.325112, capital=113.07, units=93.442849, risk_amount=1.1307, trade_risk=1.1307",False,113.06584707090315,8,0.0015919926720853407,1.1306584707090315,0.00397998168021334,0.006898634912369826,0.00397998168021334,0.1397,0.1274,0.144,0,0.0,-0.5933572623966971,True,True,0,False,-0.9987584707090315,8,567,2022-01-24 23:00:00,0.138,-0.6708844148855471,stop_loss,trailing_stop,111.97135253562473,
FILUSDT,SHORT,20.05,1.0,0.195536,,19.38,0.7862158316278767,TREND,32.9266,0.2607,16.1644,32.0548,2.5,below_3,1.0,aligned,15m,BEARISH_BOS,False,,,0.19000000000000128,,,BOS,False,,,20.78,2022-01-30 18:00:00,2.0,zone,full,NONE,False,zone,,ABOVE,15m,0.7676193357133562,1.1207242301415006,1.1207242301415006,0.7300000000000004,3.0,30.781535362105583,30.781535362105583,112.07242301415005,0.01,15.390767681052791,"ENTRY FILUSDT: notional=30.781535, capital=112.07, units=1.535239, risk_amount=1.1207, trade_risk=1.1207",False,112.07242301415005,15,0.8298205526283479,1.1207242301415006,1.008276585451648,0.008922801641163259,1.008276585451648,20.06,18.92,20.78,0,0.8184001890926542,0.7862158316278767,True,True,1,True,18.9292757698585,9,714,2022-01-31 09:00:00,19.38,1.2903312271725387,take_profit,TP,114.57705429474372,
